Records.Breached,Records.Breached...Detail,Name,CatID,Total.Records,Region,Contact..etc.,Category_dm,Entity_prc,State,OrgID,Location,Date.Made.Public,Year,Source.of.Breach.Notification,Type,Description,Example (HTML),
NA,NA,"G&S Medical Associates, LLC",37,"3,000",NA,NA,Financial,MED,New Jersey,200000551,Paterson,14-Jan-16,2016,Government Agency,HACK,"G&S Medical Associates, LLC suffered a data breach when a desktop computer was hacked. The type of information hacked was not disclosed by HHS.","'<b>G&S Medical Associates, LLC</b> had a data breach in 2016, in New Jersey. G&S Medical Associates, LLC suffered a data breach when a desktop computer was hacked. The type of information hacked was not disclosed by HHS. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
63000,63000,Dezonia Group,37,63000,Midwest,,Financial,BSO,Illinois,100025100,Chicago,3/12/2009,2009,Dataloss DB,PORT,The information was breached via Email.,"'<b>Dezonia Group</b> had a data breach in 2009, in Illinois. The information was breached via Email. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,Unknown,Tax Matters,37,,Southwest,,Financial,BSF,Texas,100092400,El Paso,6/1/2011,2011,Databreaches.net,PHYS,"Someone noticed that thousands of intact personal documents had been dumped in an unsealed dumpster. He called a local news crew and they came to recover and store the documents. The personal documents included applications, resumes, check books, federal income tax forms, and even patient diagnosis forms. The information covered a period between 2003 and 2007. A new employee of Tax Matters dumped the documents without shredding them.","'<b>Tax Matters</b> had a data breach in 2011, in Texas. Someone noticed that thousands of intact personal documents had been dumped in an unsealed dumpster. He called a local news crew and they came to recover and store the documents. The personal documents included applications, resumes, check books, federal income tax forms, and even patient diagnosis forms. The information covered a period between 2003 and 2007. A new employee of Tax Matters dumped the documents without shredding them. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Professional Counseling & Medical Associates,37,"2,500",NA,NA,Financial,MED,Tennessee,200002537,,13-Jul-17,2017,US Department of Health and Human Services,HACK,"The information was breached via Electronic Medical Record.","'<b>Professional Counseling & Medical Associates</b> had a data breach in 2017, in Tennessee. The information was breached via Electronic Medical Record. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Medical Center Ophthalmology Associates,37,"3,017",NA,NA,Financial,MED,Texas,200003062,,30-Apr-18,2018,US Department of Health and Human Services,DISC,"The information was breached via Email.","'<b>Medical Center Ophthalmology Associates</b> had a data breach in 2018, in Texas. The information was breached via Email. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Saint Francis Hospital and Medical Center,37,858,NA,NA,Financial,MED,Connecticut,200001216,,16-Jan-14,2014,US Department of Health and Human Services,PHYS,"The information was breached via Paper/Films.","'<b>Saint Francis Hospital and Medical Center</b> had a data breach in 2014, in Connecticut. The information was breached via Paper/Films. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Larson Studios,38,0,NA,NA,Media,BSO,California,200001180,Los Angeles,29-Apr-17,2014,Maryland Attorney General,HACK,,"'<b>Larson Studios</b> had a data breach in 2014, in California.  [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Lovense,38,0,NA,NA,Media,BSO,,200002712,Hong Kong,11-Nov-17,2017,Media,PHYS,"A user of the Lovense smart sex toy discovered that the app companion to the device had a six-minute recording of a private moment with a significant other. The app evidently made the recording while using the remote-controlled app paired with the smart vibrator, and was saved in the mobile phone's media storage.††Ideally, as as per the company webiste, the app is merely meant to turn the user's smartphone into a remote control for the sex toys.† This may even be done in long distances as long as the partner also has the app and added as the user's friend.† However, it was not meant to make a recording of the private moments, much less withouth the knowledge of the user.","'<b>Lovense</b> had a data breach in 2017. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',""",
NA,NA,Bed Bath & Beyond,38,0,NA,NA,Media,BSO,New Jersey,200002567,Union,19-Jun-17,2017,California Attorney General,HACK,,"'<b>Bed Bath & Beyond</b> had a data breach in 2017, in New Jersey.  [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,HBO,38,0,NA,NA,Media,BSO,New York,200002523,New York,31-Jul-17,2017,Media,HACK,,"'<b>HBO</b> had a data breach in 2017, in New York.  [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Fashion Fantasy Game,38,"15,000",NA,NA,Media,BSO,New York,200001172,Manhattan,20-Apr-17,2017,Media,HACK,,"'<b>Fashion Fantasy Game</b> had a data breach in 2017, in New York.  [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,CNET,38,0,NA,NA,Media,BSO,New York,200000154,New York,14-Jul-14,2014,Media,HACK,The information was breached via Desktop Computer and Network Server.,"'<b>CNET</b> had a data breach in 2014, in New York. The information was breached via Desktop Computer and Network Server. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,"QVC, Inc.",38,0,NA,NA,Media,BSO,Pennsylvania,200000993,West Chester,17-Nov-16,2016,California Attorney General,DISC,"QVC uses technology to track activities that occur on its website, and the tracking technology sends data to companies that provide services to QVC. We recently learned that as the result of a technical setting, instead of sending anonymous data, the tracking technology unintentionally sent limited information about website visitors to those online marketing partners. While the information was sent securely, neither QVC nor the online marketing partners intended for this data to be sent.The information compromised included email addresses and passwords used to access QVC accounts.","'<b>QVC, Inc.</b> had a data breach in 2016, in Pennsylvania. QVC uses technology to track activities that occur on its website, and the tracking technology sends data to companies that provide services to QVC. We recently learned that as the result of a technical setting, instead of sending anonymous data, the tracking technology unintentionally sent limited information about website visitors to those online marketing partners. While the information was sent securely, neither QVC nor the online marketing partners intended for this data to be sent.The information compromised included email addresses and passwords used to access QVC accounts. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Vice.com,38,0,NA,NA,Media,BSO,New York,200000153,Brooklyn,22-Jul-14,2014,Media,HACK,"Reportedly a ""Russian hacker group known as W0rm tweeted, along with screenshots, that it had hacked popular news, arts and culture site Vice.com and The Wall Street Journal website, and would sell each stolen database for Bitcoin.""The company has communicated that a hacker was able to access a list of Vice.com CMS users. This list included email addresses and hashed passwords. The company communicated that they since have patched the vulnerablity.","'<b>Vice.com</b> had a data breach in 2014, in New York. Reportedly a ""Russian hacker group known as W0rm tweeted, along with screenshots, that it had hacked popular news, arts and culture site Vice.com and The Wall Street Journal website, and would sell each stolen database for Bitcoin.""The company has communicated that a hacker was able to access a list of Vice.com CMS users. This list included email addresses and hashed passwords. The company communicated that they since have patched the vulnerablity. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Madison Street Provider Network,38,523,NA,NA,Media,MED,Colorado,200001424,,26-Sep-14,2014,US Department of Health and Human Services,PHYS,"The information was breached via Laptop.","'<b>Madison Street Provider Network</b> had a data breach in 2014, in Colorado. The information was breached via Laptop. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Rivers Casino,38,0,NA,NA,Media,BSO,Pennsylvania,200000490,Pittsburgh,15-Dec-15,2015,Media,HACK,"The Rivers Casino released a statement stating that their system had been infected with malware, but they are claiming that no customer information was compromised.","'<b>Rivers Casino</b> had a data breach in 2015, in Pennsylvania. The Rivers Casino released a statement stating that their system had been infected with malware, but they are claiming that no customer information was compromised. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Affinity Gaming,38,0,NA,NA,Media,MED,Nevada,200002420,Las Vegas,16-May-14,2014,Maryland Attorney General,HACK,The information was breached via Payment card system.,"'<b>Affinity Gaming</b> had a data breach in 2014, in Nevada. The information was breached via Payment card system. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
55000,55000,Florida Agency for Health Care Administration,40,55000,Southeast,,Blood & Tissue,GOV,Florida,100030400,Tallahassee,7/7/2008,2008,Dataloss DB,DISC,"A computer flaw in the Organ  and Tissue Donor Registry database may have exposed thousands of donors personal  information, including their Social Security numbers. Other data included  donors names, addresses, birth dates and drivers license numbers.","'<b>Florida Agency for Health Care Administration</b> had a data breach in 2008, in Florida. A computer flaw in the Organ  and Tissue Donor Registry database may have exposed thousands of donors personal  information, including their Social Security numbers. Other data included  donors names, addresses, birth dates and drivers license numbers. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
1000000,"1,000,000","American Red Cross, St. Louis Chapter",40,"1,000,000",Midwest,,Blood & Tissue,NGO,Missouri,100003800,St. Louis,5/18/2006,2006,Dataloss DB,INSD,A dishonest employee had access  to Social Security numbers of donors. The database was used to call previous donors and urge them to give blood  again. The employee misused the personal information of at least three  people to perpetrate identity theft and had access to the personal  information of one million donors.,"'<b>American Red Cross, St. Louis Chapter</b> had a data breach in 2006, in Missouri. A dishonest employee had access  to Social Security numbers of donors. The database was used to call previous donors and urge them to give blood  again. The employee misused the personal information of at least three  people to perpetrate identity theft and had access to the personal  information of one million donors. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
268000,"268,000",Memorial Blood Centers,40,"268,000",Midwest,"Hot Line (888) 333-1491 Contacts: Memorial Blood Centers Laura Kaplan, (651) 332-7220 lkaplan@mbc.org or Jim McCartney, (952) 346-6688 ",Blood & Tissue,MED,Minnesota,100055800,Duluth,12/5/2007,2007,Dataloss DB,PORT,"A laptop computer holding donor  information was stolen. About 268,000 donor records on this laptop  computer contain a donor name in combination with the donors  social Security number.","'<b>Memorial Blood Centers</b> had a data breach in 2007, in Minnesota. A laptop computer holding donor  information was stolen. About 268,000 donor records on this laptop  computer contain a donor name in combination with the donors  social Security number. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,UNM Foundation,40,0,NA,NA,Blood & Tissue,NGO,New Mexico,200002504,Albuquerque,17-May-17,2014,Maryland Attorney General,HACK,,"'<b>UNM Foundation</b> had a data breach in 2014, in New Mexico.  [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
300000,300000,Cord Blood Registry,40,300000,West,,Blood & Tissue,MED,California,100021500,San Francisco,3/3/2011,2011,PHIPrivacy.net,PORT,"Backup tapes were stolen from an employees car in San Francisco on December 13, 2010.  Names and Social Security, drivers license and credit card numbers were on the tapes.  The tapes were not encrypted. Customers began receiving notification on February 14 of 2011.  A computer and other personal property were stolen during the burglary.","'<b>Cord Blood Registry</b> had a data breach in 2011, in California. Backup tapes were stolen from an employees car in San Francisco on December 13, 2010.  Names and Social Security, drivers license and credit card numbers were on the tapes.  The tapes were not encrypted. Customers began receiving notification on February 14 of 2011.  A computer and other personal property were stolen during the burglary. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
9800,"9,800",University of Alabama,40,"9,800",Southeast,,Blood & Tissue,EDU,Alabama,100099800,Birmingham,6/20/2006,2006,Dataloss DB,STAT,"In February a computer  was stolen from a locked office of the kidney transplant program at  the University of Alabama at Birmingham that contained confidential  information of donors, organ recipients and potential recipients including  names, Social Security numbers and medical information.","'<b>University of Alabama</b> had a data breach in 2006, in Alabama. In February a computer  was stolen from a locked office of the kidney transplant program at  the University of Alabama at Birmingham that contained confidential  information of donors, organ recipients and potential recipients including  names, Social Security numbers and medical information. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
321000,"321,000",Lifeblood,40,"321,000",Southeast,,Blood & Tissue,MED,Tennessee,100049800,Memphis,2/13/2008,2008,Dataloss DB,PORT,"Laptop computers with birth dates  and other personal information of roughly 321,000 blood donors are  missing and presumed stolen. Stored inside both computers were names,  birth dates and addresses at the time of the individuals last donation  or attempted donation. In most cases, the donors Social Security  numbers were also stored, along with drivers licenses, telephone  numbers, e-mail addresses, ethnicity, marital status, blood type and  cholesterol levels. Social Security numbers had been used to track  blood from the donor to the recipients.","'<b>Lifeblood</b> had a data breach in 2008, in Tennessee. Laptop computers with birth dates  and other personal information of roughly 321,000 blood donors are  missing and presumed stolen. Stored inside both computers were names,  birth dates and addresses at the time of the individuals last donation  or attempted donation. In most cases, the donors Social Security  numbers were also stored, along with drivers licenses, telephone  numbers, e-mail addresses, ethnicity, marital status, blood type and  cholesterol levels. Social Security numbers had been used to track  blood from the donor to the recipients. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,Unknown,"American Red Cross, Farmers Branch",40,,Southwest,,Blood & Tissue,NGO,Texas,100003700,Dallas,7/1/2006,2006,Dataloss DB,PORT,"Sometime in May, three laptops  were stolen, one of them containing encrypted personal information  including names, SSNs, dates of birth, and medical information of  all regional donors. They also report losing a laptop with encrypted  donor information in June 2005.","'<b>American Red Cross, Farmers Branch</b> had a data breach in 2006, in Texas. Sometime in May, three laptops  were stolen, one of them containing encrypted personal information  including names, SSNs, dates of birth, and medical information of  all regional donors. They also report losing a laptop with encrypted  donor information in June 2005. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
300000,"300,000","Southern California Medical-Legal Consultants, Inc. (SCMLC)",41,"300,000",West,Those with questions may call 562-493-0851 or email notify@scmlc.com.,Retirement & Disability,BSO,California,100085800,Seal Beach,6/12/2011,2011,Databreaches.net,DISC,"A data security firm discovered that SCMLC data was available online. The names and Social Security numbers of around 300,000 people who applied for California workers compensation benefits may have been accessed by unauthorized parties.","'<b>Southern California Medical-Legal Consultants, Inc. (SCMLC)</b> had a data breach in 2011, in California. A data security firm discovered that SCMLC data was available online. The names and Social Security numbers of around 300,000 people who applied for California workers compensation benefits may have been accessed by unauthorized parties. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
37000,"37,000",Kern County Employee's Retirment Association,41,"37,000",West,,Retirement & Disability,GOV,California,100046200,Bakersfield,4/12/2010,2010,Databreaches.net,INSD,A former employee was convicted of using the Social Security number of a member to create a false identity.  The county employee opened a line of credit and had committed felonies before being hired at KCERA in a position with access to retirees personal information.,"'<b>Kern County Employee's Retirment Association</b> had a data breach in 2010, in California. A former employee was convicted of using the Social Security number of a member to create a false identity.  The county employee opened a line of credit and had committed felonies before being hired at KCERA in a position with access to retirees personal information. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
30,30,Electronic Data Systems Corp. (EDS),41,30,West,,Retirement & Disability,BSF,California,100027000,Sacramento,3/19/2007,2007,Dataloss DB,PORT,An EDS employee working on a project involving processing workers compensation related medical bills for Firemans Fund had his laptop stolen from his car on January 19.  Names and Social Security numbers were exposed.,"'<b>Electronic Data Systems Corp. (EDS)</b> had a data breach in 2007, in California. An EDS employee working on a project involving processing workers compensation related medical bills for Firemans Fund had his laptop stolen from his car on January 19.  Names and Social Security numbers were exposed. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,Unknown,Brownsville Independent School District,41,,Southwest,Affected employees may call (965) 548-8061.,Retirement & Disability,EDU,Texas,100012300,Brownsville,11/13/2011,2011,Databreaches.net,DISC,"Brownsville ISD discovered that a number of employees had their names, Social Security numbers, disability plan information, and salary information available on a publicly accessible website. Employees who were enrolled for disability insurance had their information posted in April 2011 on the Employee Benefits/Risk Management website. ","'<b>Brownsville Independent School District</b> had a data breach in 2011, in Texas. Brownsville ISD discovered that a number of employees had their names, Social Security numbers, disability plan information, and salary information available on a publicly accessible website. Employees who were enrolled for disability insurance had their information posted in April 2011 on the Employee Benefits/Risk Management website.  [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,Unknown,Nebraska Workers' Compensation Court,41,,Midwest,,Retirement & Disability,GOV,Nebraska,100061100,Omaha,11/17/2009,2009,Dataloss DB,HACK,The information was breached via Desktop Computer and Network Server.,"'<b>Nebraska Workers' Compensation Court</b> had a data breach in 2009, in Nebraska. The information was breached via Desktop Computer and Network Server. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
2800,"2,800",Workers Compensation Fund,41,"2,800",West,,Retirement & Disability,BSO,Utah,100113200,Salt Lake City,1/2/2008,2008,Dataloss DB,PORT,"Officials with one of Utahs largest  insurance companies are searching for a stolen laptop containing Social  security numbers and other personal information for about 2,800 people  and 1,400 companies. The computer was taken from a car parked in the  home garage of an auditor for the Workers Compensation Fund.","'<b>Workers Compensation Fund</b> had a data breach in 2008, in Utah. Officials with one of Utahs largest  insurance companies are searching for a stolen laptop containing Social  security numbers and other personal information for about 2,800 people  and 1,400 companies. The computer was taken from a car parked in the  home garage of an auditor for the Workers Compensation Fund. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
40000,"40,000",Systematic Automation Inc,42,"40,000",West,,Human Resources,BSO,California,100092100,Fullerton,2/15/2008,2008,Dataloss DB,STAT,"Police filed possession of stolen  property charges against a prison parolee who was arrested for having  a computer with more than 40,000 names, addresses and Social Security  numbers of California residents. The computer was stolen from Systematic  automation Inc., which processes individualized annual statements  customized for employees with a summary of their health and other  employee benefits. The hard drive contained employee information from  19 agencies. Some of the agencies include the Modesto City  schools, Clovis Unified School District, Los Angeles Department of  water and Power, Nestle Waters North America and the Torrance Unified School District.","'<b>Systematic Automation Inc</b> had a data breach in 2008, in California. Police filed possession of stolen  property charges against a prison parolee who was arrested for having  a computer with more than 40,000 names, addresses and Social Security  numbers of California residents. The computer was stolen from Systematic  automation Inc., which processes individualized annual statements  customized for employees with a summary of their health and other  employee benefits. The hard drive contained employee information from  19 agencies. Some of the agencies include the Modesto City  schools, Clovis Unified School District, Los Angeles Department of  water and Power, Nestle Waters North America and the Torrance Unified School District. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
228,228,Social Security Administration,43,228,Southeast,"People in Roanoke, Salem, Blacksburg, Christianburg, Radford, Rocky Mount, Buchanan, Wytheville, Pulaski, Pearisburg and Fincastle were affected.",SSA,GOV,Georgia,100084800,Atlanta,6/24/2006,2006,Dataloss DB,PORT,"A lawyer working for the Social Security Administration broke a work-at-home agreement and brought a laptop with sensitive information to a conference in Atlanta. The laptop was stolen there. Social Security numbers, names and possibly medical information would have been on the laptop. ","'<b>Social Security Administration</b> had a data breach in 2006, in Georgia. A lawyer working for the Social Security Administration broke a work-at-home agreement and brought a laptop with sensitive information to a conference in Atlanta. The laptop was stolen there. Social Security numbers, names and possibly medical information would have been on the laptop.  [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
13,13,Social Security Administration (SSA),43,13,Midwest,,SSA,GOV,Wisconsin,100084900,Milwaukee,2/19/2007,2007,Media,PHYS,"Files of disability applicants  containing Social Security numbers, addresses, phone numbers of family  members, dates of birth, work history, and detailed medical information  were lost/stolen when a telecommuting employee abandoned them in a  locked filing cabinet at home after a threat of domestic violence.  several of the files were mailed back to the local SSA office. Others were found in a dumpster months later. Four were never  recovered.","'<b>Social Security Administration (SSA)</b> had a data breach in 2007, in Wisconsin. Files of disability applicants  containing Social Security numbers, addresses, phone numbers of family  members, dates of birth, work history, and detailed medical information  were lost/stolen when a telecommuting employee abandoned them in a  locked filing cabinet at home after a threat of domestic violence.  several of the files were mailed back to the local SSA office. Others were found in a dumpster months later. Four were never  recovered. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,"42,000 (No SSNs or financial information reported)","Safe Ride Services, Inc.",44,,Southwest,,Personal Transport,MED,Arizona,100080900,Phoenix,7/17/2012,2012,HHS via PHIPrivacy.net,INSD,"A former employee may have accessed computer systems without authorization and accessed service files. The incident or incidents occurred between August 31, 2011 and January 31, 2012. Employee personal information as well as patient demographic and insurance information were exposed. It is unclear if the former employee was currently employed at the time of the incidents. The incident was posted on the HHS website on June 8.","'<b>Safe Ride Services, Inc.</b> had a data breach in 2012, in Arizona. A former employee may have accessed computer systems without authorization and accessed service files. The incident or incidents occurred between August 31, 2011 and January 31, 2012. Employee personal information as well as patient demographic and insurance information were exposed. It is unclear if the former employee was currently employed at the time of the incidents. The incident was posted on the HHS website on June 8. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,Unknown,Randle Eastern Ambulance Service inc.,44,,Southeast,,Personal Transport,MED,Florida,100078500,Miami,3/7/2010,2010,Databreaches.net,INSD,"A man and his wife who were previously charged with selling patient information in 2009, were charged with stealing personal information of individuals transported by Randle Eastern Ambulance Service Inc. (American Medical Response). The information was then sold to South Florida personal injury attorneys and clinics. The stolen information included names, telephone numbers, medical diagnoses, and addresses. They used the help of a former AMR employee.","'<b>Randle Eastern Ambulance Service inc.</b> had a data breach in 2010, in Florida. A man and his wife who were previously charged with selling patient information in 2009, were charged with stealing personal information of individuals transported by Randle Eastern Ambulance Service Inc. (American Medical Response). The information was then sold to South Florida personal injury attorneys and clinics. The stolen information included names, telephone numbers, medical diagnoses, and addresses. They used the help of a former AMR employee. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
28000,"28,000","Carolinas Medical Center, NorthEast",44,"28,000",Southeast,,Personal Transport,MED,North Carolina,100015400,Concord,11/7/2007,2007,Dataloss DB,PORT,"A paramedic left a computer on  the back bumper of an ambulance and then drove away. The laptop contains  names, addresses, phone numbers and Social Security numbers of approximately 28,000 people who have been cared for by the Cabarrus County EMS over  the last four years.","'<b>Carolinas Medical Center, NorthEast</b> had a data breach in 2007, in North Carolina. A paramedic left a computer on  the back bumper of an ambulance and then drove away. The laptop contains  names, addresses, phone numbers and Social Security numbers of approximately 28,000 people who have been cared for by the Cabarrus County EMS over  the last four years. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
107,842 (107),Life Flight (IHC Health Services Inc.),44,107,West,,Personal Transport,MED,Oregon,100049700,Aurora,4/26/2013,2013,PHIPrivacy.net,DISC,"An administrative error caused the information of patients flown by Life Flight helicopters to be available online. Patients flown during April, May, and June of 2004 may have had unspecified information exposed. It was confirmed that 107 patients had their Social Security numbers exposed. It is unclear how long the information was available and if patients flown during additional months may have been affected. The information was moved to a secure server to address the breach.UPDATE(05/17/2013): The sensitive information was available online as early as October 12, 2009.","'<b>Life Flight (IHC Health Services Inc.)</b> had a data breach in 2013, in Oregon. An administrative error caused the information of patients flown by Life Flight helicopters to be available online. Patients flown during April, May, and June of 2004 may have had unspecified information exposed. It was confirmed that 107 patients had their Social Security numbers exposed. It is unclear how long the information was available and if patients flown during additional months may have been affected. The information was moved to a secure server to address the breach.UPDATE(05/17/2013): The sensitive information was available online as early as October 12, 2009. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,Unknown,UPMC,44,,Northeast,,Personal Transport,GOV,Pennsylvania,100106200,Monroeville,10/22/2012,2012,PHIPrivacy.net,DISC,An assistant police chief filed a complaint alleging that the chief of policed breached federal privacy law. The complaint alleges that the chief of police received information about ambulance dispatches that was primarily intended for paramedics and other active first responders. He also claims the chief of police forwarded the information to a third party.,"'<b>UPMC</b> had a data breach in 2012, in Pennsylvania. An assistant police chief filed a complaint alleging that the chief of policed breached federal privacy law. The complaint alleges that the chief of police received information about ambulance dispatches that was primarily intended for paramedics and other active first responders. He also claims the chief of police forwarded the information to a third party. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Morgan Stanley,44,"350,000",NA,NA,Personal Transport,BSF,New York,200000383,New York,5-Jan-15,2014,Media,INSD,"An employee of Morgan Stanley stole customer information on 350,000 clients including account numbers. Additional information on what other information was captured has not yet been released. Files for as many as 900 clients ended up on a website. The employee has since been fired and the bank is notifying all of the individuals affected. The FBI is currently investigating the incident.","'<b>Morgan Stanley</b> had a data breach in 2014, in New York. An employee of Morgan Stanley stole customer information on 350,000 clients including account numbers. Additional information on what other information was captured has not yet been released. Files for as many as 900 clients ended up on a website. The employee has since been fired and the bank is notifying all of the individuals affected. The FBI is currently investigating the incident. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,Unknown,"Advanced Data Processing, Inc. (ADPI), Grady EMS",44,,Northeast,,Personal Transport,BSF,New Jersey,100000900,Roseland,11/28/2012,2012,California Attorney General,INSD,"Information from certain ambulance agencies was inappropriately accessed and disclosed. Patient account information such as names, Social Security numbers, dates of birth, and record identifiers were exposed by a dishonest ADPI employee. ADPI learned of the breach on October 1. The dishonest employee was fired and apprehended by authorities.UPDATE(12/04/2012): The former ADPI employee stole information associated with Grady EMS ambulance service. About 900 Grady EMS patients had their information exposed between June 15, 2012 and October 12, 2012.","'<b>Advanced Data Processing, Inc. (ADPI), Grady EMS</b> had a data breach in 2012, in New Jersey. Information from certain ambulance agencies was inappropriately accessed and disclosed. Patient account information such as names, Social Security numbers, dates of birth, and record identifiers were exposed by a dishonest ADPI employee. ADPI learned of the breach on October 1. The dishonest employee was fired and apprehended by authorities.UPDATE(12/04/2012): The former ADPI employee stole information associated with Grady EMS ambulance service. About 900 Grady EMS patients had their information exposed between June 15, 2012 and October 12, 2012. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
581,581,Southwest Ambulance,44,581,Southwest,,Personal Transport,MED,Arizona,100086100,Mesa,4/18/2011,2011,PHIPrivacy.net,INSD,"The information was breached via Desktop Computer, and Laptop.","'<b>Southwest Ambulance</b> had a data breach in 2011, in Arizona. The information was breached via Desktop Computer, and Laptop. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,"Eastern Shore Rural Health, Inc.",44,287,NA,NA,Personal Transport,MED,Virginia,200002911,Onancock,13-Feb-18,2018,Security Breach Letter,HACK,"On February 2, 2018, Eastern Shore began to receive reports from several employees that unauthorized individuals attempted to file fraudulent tax returns in their name. At this point, there is no indication that employee data was accessed without authorization on Eastern Shore's systems. However, due to the timing of the reports of fraudulent tax returns being filed, Eastern Shore is notifying its employees of the potential incident so they can take steps to protect themselves. Eastern Shore will continue to investigate the incident and remediate any issues discovered.","'<b>Eastern Shore Rural Health, Inc.</b> had a data breach in 2018, in Virginia. On February 2, 2018, Eastern Shore began to receive reports from several employees that unauthorized individuals attempted to file fraudulent tax returns in their name. At this point, there is no indication that employee data was accessed without authorization on Eastern Shore's systems. However, due to the timing of the reports of fraudulent tax returns being filed, Eastern Shore is notifying its employees of the potential incident so they can take steps to protect themselves. Eastern Shore will continue to investigate the incident and remediate any issues discovered. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Meigs County EMS,44,817,NA,NA,Personal Transport,MED,Ohio,200002043,,5-Dec-16,2016,US Department of Health and Human Services,HACK,"The information was breached via Desktop Computer, Email, Network Server.","'<b>Meigs County EMS</b> had a data breach in 2016, in Ohio. The information was breached via Desktop Computer, Email, Network Server. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,800 (0 reports of SSNs or financial information),Long Island Consultation Center (LICC),45,,Northeast,,Mental & Addiction,MED,New York,100051400,Rego Park,7/20/2010,2010,PHIPrivacy.net,PORT,"A computer device containing doctor reports was reported missing from a secured area at LICC on May 24th. Names, dates of birth, diagnostic information and treatment information of some patients may have been included on the device. ","'<b>Long Island Consultation Center (LICC)</b> had a data breach in 2010, in New York. A computer device containing doctor reports was reported missing from a secured area at LICC on May 24th. Names, dates of birth, diagnostic information and treatment information of some patients may have been included on the device.  [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
