index,Name,CatID,Total.Records,Region,Category_Name,Entity_prc,State,OrgID,Location,Date.Made.Public,Year,Source.of.Breach.Notification,Type,Month.of.Breach
3408,Bridget P Early MD LLC d/b/a Namaste Health Care,28,"1,617",NA,Discharge Data,MED,Missouri,200002689,NA,12-Oct-17,2017,US Department of Health and Human Services,HACK,10
3409,Clinton County Board of Developmental Disabilities,28,"1,243",NA,Discharge Data,MED,Ohio,200002168,NA,5-May-17,2017,US Department of Health and Human Services,HACK,5
3410,Cook County Health & Hospitals System,28,727,NA,Discharge Data,MED,Illinois,200002673,NA,27-Oct-17,2017,US Department of Health and Human Services,DISC,10
3411,Visionworks Inc.,28,"47,683",NA,Discharge Data,MED,Texas,200001467,NA,21-Nov-14,2014,US Department of Health and Human Services,PHYS,11
3412,FastHealth Corporation,28,"1,345",NA,Discharge Data,MED,Alabama,200002954,NA,27-Feb-18,2018,US Department of Health and Human Services,HACK,2
3413,"Seguin Dermatology, Office of Robert J. Magnon, MD",28,"29,969",NA,Discharge Data,MED,Texas,200002039,NA,30-Nov-16,2016,US Department of Health and Human Services,HACK,11
3414,Freelancers Insurance Company,28,"43,068",NA,Discharge Data,MED,New York,200001547,NA,24-Mar-15,2015,US Department of Health and Human Services,HACK,3
3415,North Ottawa Medical Group,28,"22,000",NA,Discharge Data,MED,Michigan,200001881,NA,9-Jun-16,2016,US Department of Health and Human Services,DISC,6
3416,"CBS Consolidated, Inc.",28,"21,856",NA,Discharge Data,MED,Nebraska,200002615,NA,5-Sep-17,2017,US Department of Health and Human Services,HACK,9
3417,"Touchstone Medical Imaging, LLC",28,"307,528",NA,Discharge Data,MED,Tennessee,200001429,NA,3-Oct-14,2014,US Department of Health and Human Services,DISC,10
3418,"Triple-C, Inc.",28,"8,000",NA,Discharge Data,MED,Puerto Rico,200001225,NA,24-Jan-14,2014,US Department of Health and Human Services,PHYS,1
3419,Sentara Healthcare,28,"5,454",NA,Discharge Data,MED,Virginia,200002082,NA,16-Jan-17,2017,US Department of Health and Human Services,HACK,1
3420,"Porter, MD, Steven",28,0,NA,Discharge Data,MED,Utah,200001315,NA,6-May-14,2014,US Department of Health and Human Services,PHYS,5
3421,"Cerebral Palsy Research Foundation of Kansas, Inc.",28,"8,300",NA,Discharge Data,MED,Kansas,200003057,NA,8-May-18,2018,US Department of Health and Human Services,DISC,5
3422,"Watsonville Chiropractic, Inc.",28,829,NA,Discharge Data,MED,California,200002018,NA,17-Nov-16,2016,US Department of Health and Human Services,DISC,11
3423,Emblem Health - GHI,28,"81,122",NA,Discharge Data,MED,New York,200002028,NA,22-Nov-16,2016,US Department of Health and Human Services,DISC,11
3424,"Zachary E. Adkins, DDS",28,"3,677",NA,Discharge Data,MED,New Mexico,200002868,NA,25-Jan-18,2018,US Department of Health and Human Services,PHYS,1
3425,John E. Gonzalez DDS,28,"1,025",NA,Discharge Data,MED,California,200001931,NA,14-Aug-16,2016,US Department of Health and Human Services,PHYS,8
3426,St. Luke's Cornwall Hospital,28,"29,156",NA,Discharge Data,MED,New York,200001749,NA,30-Dec-15,2015,US Department of Health and Human Services,PHYS,12
3427,The McLean Hospital Corporation,28,"12,673",NA,Discharge Data,MED,Massachusetts,200001649,NA,28-Jul-15,2015,US Department of Health and Human Services,PHYS,7
3428,Kaiser Permanente Northern California,28,"1,136",NA,Discharge Data,MED,California,200001902,NA,12-Jul-16,2016,US Department of Health and Human Services,PHYS,7
3429,"Thomas Cristello, Chiropractor PC",28,914,NA,Discharge Data,MED,New York,200001410,NA,9-Sep-14,2014,US Department of Health and Human Services,PHYS,9
3430,"Union Lake Supermarket, LLC",28,"9,956",NA,Discharge Data,MED,New Jersey,200002953,NA,28-Feb-18,2018,US Department of Health and Human Services,PHYS,2
3431,Chesapeake Regional Medical Center,28,"2,100",NA,Discharge Data,MED,Virginia,200003018,NA,6-Apr-18,2018,US Department of Health and Human Services,PHYS,4
3432,LSU Healthcare Network,28,"2,200",NA,Discharge Data,MED,Louisiana,200002165,NA,4-May-17,2017,US Department of Health and Human Services,PHYS,5
3433,Indiana State Medical Association,28,"38,351",NA,Discharge Data,MED,Indiana,200001530,NA,6-Mar-15,2015,US Department of Health and Human Services,PHYS,3
3434,"National Mentor Healthcare, LLC.",28,"1,015",NA,Discharge Data,MED,Massachusetts,200003026,NA,21-Mar-18,2018,US Department of Health and Human Services,PHYS,3
3435,The Brooklyn Hospital Center,28,"2,172",NA,Discharge Data,MED,New York,200001221,NA,22-Jan-14,2014,US Department of Health and Human Services,PHYS,1
3436,"Center for Comprehensive Services, Inc.",28,"1,176",NA,Discharge Data,MED,Massachusetts,200003028,NA,21-Mar-18,2018,US Department of Health and Human Services,PHYS,3
3437,NYU Urology Associates,28,835,NA,Discharge Data,MED,New York,200001438,NA,10-Oct-14,2014,US Department of Health and Human Services,DISC,10
3438,"Mecklenburg County, North Carolina",28,"2,000",NA,Discharge Data,MED,North Carolina,200002167,NA,4-May-17,2017,US Department of Health and Human Services,DISC,5
3439,W. Christopher Bryant DDS PC,28,"2,200",NA,Discharge Data,MED,Michigan,200001803,NA,17-Mar-16,2016,US Department of Health and Human Services,PHYS,3
3440,Northwest Community Healthcare,28,540,NA,Discharge Data,MED,Illinois,200001984,NA,7-Oct-16,2016,US Department of Health and Human Services,DISC,10
3441,Eastern Maine Medical Center,28,660,NA,Discharge Data,MED,Maine,200002821,NA,2-Feb-18,2018,US Department of Health and Human Services,PHYS,2
3442,Local 693 Plumbers & Pipefitters Health & Welfare Fund,28,"1,291",NA,Discharge Data,MED,Vermont,200002125,NA,13-Mar-17,2017,US Department of Health and Human Services,PHYS,3
3443,New Mexico Heart Institute,28,"4,185",NA,Discharge Data,MED,New Mexico,200002032,NA,23-Nov-16,2016,US Department of Health and Human Services,DISC,11
3444,"CareMeridian, LLC",28,"1,922",NA,Discharge Data,MED,Massachusetts,200003029,NA,21-Mar-18,2018,US Department of Health and Human Services,PHYS,3
3445,Roper St. Francis Healthcare,28,576,NA,Discharge Data,MED,South Carolina,200002088,NA,24-Jan-17,2017,US Department of Health and Human Services,PHYS,1
3446,Sentara Healthcare ,28,"1,040",NA,Discharge Data,MED,Virginia,200001694,NA,2-Oct-15,2015,US Department of Health and Human Services,PHYS,10
3447,"Mentor ABI, LLC",28,994,NA,Discharge Data,MED,Massachusetts,200003027,NA,21-Mar-18,2018,US Department of Health and Human Services,PHYS,3
3448,Baptist Medical Center South,28,531,NA,Discharge Data,MED,Florida,200002497,NA,30-Jun-17,2014,Maryland Attorney General,PHYS,6
3449,Mercy Family Medicine,28,"2,069",NA,Discharge Data,MED,Colorado,200002559,NA,16-Aug-17,2017,US Department of Health and Human Services,PHYS,8
3450,"Research Integrity, LLC",28,"4,077",NA,Discharge Data,MED,Kentucky,200001423,NA,22-Sep-14,2014,US Department of Health and Human Services,DISC,9
3451,OptumHealth New Mexico,28,"2,006",NA,Discharge Data,MED,Minnesota,200002023,NA,18-Nov-16,2016,US Department of Health and Human Services,PHYS,11
3452,Complete Wellness,28,600,NA,Discharge Data,MED,Maryland,200002075,NA,6-Jan-17,2017,US Department of Health and Human Services,PHYS,1
3453,Western Health Screening,28,"15,326",NA,Discharge Data,MED,Montana,200002151,NA,14-Apr-17,2017,US Department of Health and Human Services,PHYS,4
3454,St. Peter's Health Partners,28,"5,117",NA,Discharge Data,MED,New York,200001497,NA,23-Jan-15,2015,US Department of Health and Human Services,PHYS,1
3455,City of Detroit,28,544,NA,Discharge Data,MED,Michigan,200002820,NA,5-Feb-18,2018,US Department of Health and Human Services,PHYS,2
3456,Washington Health System Greene,28,"4,145",NA,Discharge Data,MED,Pennsylvania,200002764,NA,1-Dec-17,2017,US Department of Health and Human Services,PHYS,12
3457,"Charles River Medical Associates, pc",28,"9,387",NA,Discharge Data,MED,Massachusetts,200002788,NA,8-Jan-18,2018,US Department of Health and Human Services,PHYS,1
3458,Citi,28,17,NA,Discharge Data,MED,Maryland,200002376,NA,8-Jul-14,2014,Maryland Attorney General,DISC,7
3459,"ViaTech Publishing Solutions, Inc.",28,"2,431",NA,Discharge Data,MED,Minnesota,200003074,NA,10-Apr-18,2018,US Department of Health and Human Services,DISC,4
3460,Dignity Health St. Rose Dominican Hospitals - San Martin,28,"1,764",NA,Discharge Data,MED,Nevada,200003051,NA,10-May-18,2018,US Department of Health and Human Services,DISC,5
3461,Catalina Post-Acute Care and Rehabilitation,28,"2,953",NA,Discharge Data,MED,Arizona,200002097,NA,2-Feb-17,2017,US Department of Health and Human Services,PHYS,2
3462,Wm. Jennings Bryan Dorn VA Medical Center,28,"3,637",NA,Discharge Data,MED,South Carolina,200001414,NA,10-Sep-14,2014,US Department of Health and Human Services,DISC,9
3463,Fondren Orthopedic Group L.L.P.,28,"11,552",NA,Discharge Data,MED,Texas,200002970,NA,2-Apr-18,2018,US Department of Health and Human Services,DISC,4
3464,"Pratap S. Kurra, M.D.",28,"2,029",NA,Discharge Data,MED,California,200001957,NA,12-Sep-16,2016,US Department of Health and Human Services,PHYS,9
3465,The WellPoint Affiliated Covered Entities  ,28,"1,464",NA,Discharge Data,MED,Indiana,200001409,NA,8-Sep-14,2014,US Department of Health and Human Services,DISC,9
3466,Charles Stamitoles,28,"5,600",NA,Discharge Data,MED,Florida,200002048,NA,11-Dec-16,2016,US Department of Health and Human Services,PHYS,12
3467,Western Washington Medical Group Inc.,28,842,NA,Discharge Data,MED,Washington,200002801,NA,12-Jan-18,2018,US Department of Health and Human Services,PHYS,1
3468,Hancock County Board of Developmental Disabilities,28,607,NA,Discharge Data,MED,Ohio,200003046,NA,17-May-18,2018,US Department of Health and Human Services,DISC,5
3469,"Stephen J. Helvie, M.D.",28,"2,013",NA,Discharge Data,MED,California,200002062,NA,22-Dec-16,2016,US Department of Health and Human Services,PHYS,12
3470,baystate family dental inc,28,500,NA,Discharge Data,MED,Massachusetts,200003059,NA,4-May-18,2018,US Department of Health and Human Services,PHYS,5
3471,"Coordinated Health Mutual, Inc.",28,591,NA,Discharge Data,MED,Ohio,200001864,NA,20-May-16,2016,US Department of Health and Human Services,DISC,5
3472,New York City Health and Hospitals Corporation - Coney Island Hospital,28,"3,494",NA,Discharge Data,MED,New York,200002170,NA,9-May-17,2017,US Department of Health and Human Services,DISC,5
3473,Presence St. Joseph's Medical Center,28,836,NA,Discharge Data,MED,Illinois,200001290,NA,4-Apr-14,2014,US Department of Health and Human Services,UNKN,4
3474,VA Palo Alto Health Care System,28,"1,600",NA,Discharge Data,MED,California,200002978,NA,26-Mar-18,2018,US Department of Health and Human Services,DISC,3
3475,"Amerigroup Texas, Inc. ",28,"75,026",NA,Discharge Data,MED,Virginia,200001293,NA,10-Apr-14,2014,US Department of Health and Human Services,PHYS,4
3476,Iron Mountain,28,"49,714",NA,Discharge Data,MED,California,200001388,NA,15-Aug-14,2014,US Department of Health and Human Services,PHYS,8
3477,Iron Mountain Incorporated,28,"10,000",NA,Discharge Data,MED,Massachusetts,200001387,NA,15-Aug-14,2014,US Department of Health and Human Services,PHYS,8
3478,"MVP Health Care, Inc.",28,951,NA,Discharge Data,MED,New York,200002150,NA,14-Apr-17,2017,US Department of Health and Human Services,DISC,4
3479,Tennessee Rural Health Improvement Association,28,588,NA,Discharge Data,MED,Tennessee,200002212,NA,8-Jun-17,2017,US Department of Health and Human Services,PHYS,6
3480,New York City Health & Hospitals Corporation,28,"10,058",NA,Discharge Data,MED,New York,200001441,NA,10-Oct-14,2014,US Department of Health and Human Services,DISC,10
3481,Midland County Hospital District d/b/a Midland Memorial Hospital,28,"1,468",NA,Discharge Data,MED,Texas,200001879,NA,7-Jun-16,2016,US Department of Health and Human Services,DISC,6
3482,New Mexico VA Health Care System,28,"2,657",NA,Discharge Data,MED,New Mexico,200001422,NA,18-Sep-14,2014,US Department of Health and Human Services,DISC,9
3483,Office of Dr. David Elbaum,28,500,NA,Discharge Data,MED,California,200002076,NA,9-Jan-17,2017,US Department of Health and Human Services,PHYS,1
3484,Dean Health Plan,28,"1,311",NA,Discharge Data,MED,Wisconsin,200003106,NA,15-Jun-18,2018,US Department of Health and Human Services,DISC,6
3485,"Benesch, Friedlander, Coplan & Aronoff LLP ",28,"1,134",NA,Discharge Data,MED,Ohio,200002102,NA,10-Feb-17,2017,US Department of Health and Human Services,PHYS,2
3486,Memphis VA Medical Center,28,687,NA,Discharge Data,MED,Tennessee,200002117,NA,1-Mar-17,2017,US Department of Health and Human Services,DISC,3
3487,"Echo Canyon Healthcare, Incorporated dba Heritage Court Post Acute of Scottsdale",28,"1,765",NA,Discharge Data,MED,Arizona,200003043,NA,21-May-18,2018,US Department of Health and Human Services,PHYS,5
3488,Gillette Medical Imaging,28,"4,476",NA,Discharge Data,MED,Wyoming,200002869,NA,18-Jan-18,2018,US Department of Health and Human Services,DISC,1
3489,Cromwell Fire District,28,500,NA,Discharge Data,MED,Connecticut,200001795,NA,10-Mar-16,2016,US Department of Health and Human Services,DISC,3
3490,Community Mercy Health Partners,28,"113,528",NA,Discharge Data,MED,Ohio,200001762,NA,25-Jan-16,2016,US Department of Health and Human Services,PHYS,1
3491,"Triple-S Advantage, Inc. ",28,"36,305",NA,Discharge Data,MED,NA,200002865,NA,2-Feb-18,2018,US Department of Health and Human Services,DISC,2
3492,Presence Health ,28,836,NA,Discharge Data,MED,NA,200001230,NA,31-Jan-14,2014,US Department of Health and Human Services,PHYS,1
3493,Saint Thomas Rutherford Hospital,28,"2,837",NA,Discharge Data,MED,Tennessee,200002227,NA,22-Jun-17,2017,US Department of Health and Human Services,PHYS,6
3494,Family & Cosmetic Dentistry of the Rockies,28,"1,850",NA,Discharge Data,MED,Colorado,200002756,NA,13-Nov-17,2017,US Department of Health and Human Services,PHYS,11
3495,"Lindsay House Surgery Center, LLC",28,773,NA,Discharge Data,MED,New York,200001805,NA,18-Mar-16,2016,US Department of Health and Human Services,PHYS,3
3496,Phoenix Dental Care,28,500,NA,Discharge Data,MED,Tennessee,200001932,NA,15-Aug-16,2016,US Department of Health and Human Services,PHYS,8
3497,"Cardiology Associates of Jonesboro, Inc.",28,"1,669",NA,Discharge Data,MED,Arkansas,200001790,NA,4-Mar-16,2016,US Department of Health and Human Services,DISC,3
3498,"Premier Family Care I, Inc.",28,"1,326",NA,Discharge Data,MED,Texas,200001910,NA,20-Jul-16,2016,US Department of Health and Human Services,DISC,7
3499,Planned Parenthood of the Heartland,28,"2,506",NA,Discharge Data,MED,Iowa,200001896,NA,1-Jul-16,2016,US Department of Health and Human Services,DISC,7
3500,Indian Health Service Northern Navajo Medical Center,28,"7,421",NA,Discharge Data,MED,New Mexico,200001820,NA,7-Apr-16,2016,US Department of Health and Human Services,PHYS,4
3501,Vertiv Co. Health & Welfare Plan,28,955,NA,Discharge Data,MED,Ohio,200002095,NA,31-Jan-17,2017,US Department of Health and Human Services,DISC,1
3502,WellSpan Health,28,732,NA,Discharge Data,MED,Pennsylvania,200002135,NA,23-Mar-17,2017,US Department of Health and Human Services,DISC,3
3503,"Orchid MPS Holdings, LLC Welfare Benefit Plan",28,771,NA,Discharge Data,MED,Michigan,200001871,NA,26-May-16,2016,US Department of Health and Human Services,DISC,5
3504,Cigna,28,527,NA,Discharge Data,MED,Connecticut,200001292,NA,9-Apr-14,2014,US Department of Health and Human Services,PHYS,4
3505,"RGH Enterprises, Inc.",28,"4,586",NA,Discharge Data,MED,Ohio,200002798,NA,22-Jan-18,2018,US Department of Health and Human Services,DISC,1
3506,Cone Health Medical Group,28,"1,872",NA,Discharge Data,MED,North Carolina,200001436,NA,9-Oct-14,2014,US Department of Health and Human Services,DISC,10
3507,"Courier Express/Atlanta, Courier Express/Charlotte & Courier Express US, Inc.",28,"2,523",NA,Discharge Data,MED,Georgia,200001298,NA,17-Apr-14,2014,US Department of Health and Human Services,PHYS,4
3508,Shaker Clinic,28,617,NA,Discharge Data,MED,Ohio,200001299,NA,18-Apr-14,2014,US Department of Health and Human Services,PHYS,4
3509,Emdeon,28,800,NA,Discharge Data,MED,Tennessee,200001420,NA,12-Sep-14,2014,US Department of Health and Human Services,PHYS,9
3510,Specialty Clinics Of Georgia - Orthopaedics,28,"2,350",NA,Discharge Data,MED,Georgia,200001397,NA,25-Aug-14,2014,US Department of Health and Human Services,PHYS,8
3511,Walgreen Co.,28,880,NA,Discharge Data,MED,Illinois,200001792,NA,4-Mar-16,2016,US Department of Health and Human Services,PHYS,3
3512,"Consultants in Neurological Surgery, LLP",28,800,NA,Discharge Data,MED,Florida,200002010,NA,8-Nov-16,2016,US Department of Health and Human Services,DISC,11
3513,THE R.O.A.D.S. Foundation Inc. DBA R.O.A.D.S. Community Care Clinic,28,670,NA,Discharge Data,MED,California,200002090,NA,26-Jan-17,2017,US Department of Health and Human Services,PHYS,1
3514,Florida Blue ,28,939,NA,Discharge Data,MED,Florida,200002671,NA,27-Oct-17,2017,US Department of Health and Human Services,DISC,10
3515,Florida Hospital Medical Group,28,"6,786",NA,Discharge Data,MED,Florida,200001997,NA,21-Oct-16,2016,US Department of Health and Human Services,PHYS,10
3516,inSite Digestive Health Care,28,"1,424",NA,Discharge Data,MED,California,200002948,NA,9-Mar-18,2018,US Department of Health and Human Services,PHYS,3
3517,"Kaiser Foundation Health Plan, Inc.",28,"2,451",NA,Discharge Data,MED,California,200001836,NA,22-Apr-16,2016,US Department of Health and Human Services,PHYS,4
3518,MobilexUSA,28,605,NA,Discharge Data,MED,Ohio,200001376,NA,6-Aug-14,2014,US Department of Health and Human Services,PHYS,8
3519,VA Eastern Colorado Health Care System(ECHCS),28,508,NA,Discharge Data,MED,Colorado,200001554,NA,2-Apr-15,2015,US Department of Health and Human Services,DISC,4
3520,Dignity Health Medical Foundation,28,"2,189",NA,Discharge Data,MED,California,200002770,NA,19-Dec-17,2017,US Department of Health and Human Services,DISC,12
3521,"Wal-Mart Stores, Inc",28,771,NA,Discharge Data,MED,Arkansas,200002003,NA,4-Nov-16,2016,US Department of Health and Human Services,DISC,11
3522,"Rocky Mountain Health Maintenance Organization, Inc.",28,"1,320",NA,Discharge Data,MED,Colorado,200002129,NA,17-Mar-17,2017,US Department of Health and Human Services,DISC,3
3523,"Robert E Torti, MD, PA dba Retina Specialists",28,887,NA,Discharge Data,MED,Texas,200002106,NA,17-Feb-17,2017,US Department of Health and Human Services,PHYS,2
3524,Centegra Health System ,28,"2,929",NA,Discharge Data,MED,Illinois,200001730,NA,1-Dec-15,2015,US Department of Health and Human Services,DISC,12
3525,Center for Sports Medicine and Orthopedics ,28,800,NA,Discharge Data,MED,Tennessee,200002959,NA,26-Feb-18,2018,US Department of Health and Human Services,DISC,2
3526,EMERGENCY COVERAGE CORPORATION ,28,719,NA,Discharge Data,MED,Tennessee,200002681,NA,20-Oct-17,2017,US Department of Health and Human Services,PHYS,10
3527,Eureka Internal Medicine,28,"3,534",NA,Discharge Data,MED,California,200001253,NA,4-Mar-14,2014,US Department of Health and Human Services,PHYS,3
3528,Sioux Falls VA Health Care System,28,"1,111",NA,Discharge Data,MED,South Dakota,200001652,NA,30-Jul-15,2015,US Department of Health and Human Services,PHYS,7
3529,Emblem Health - GHI,28,703,NA,Discharge Data,MED,New York,200002108,NA,17-Feb-17,2017,US Department of Health and Human Services,DISC,2
3530,Mercy Health Love County Hospital and Clinic ,28,"13,004",NA,Discharge Data,MED,Oklahoma,200002705,NA,20-Sep-17,2017,US Department of Health and Human Services,PHYS,9
3531,CarePlus Health Plan [case #HU1800066],28,"11,248",NA,Discharge Data,MED,Kentucky,200002863,NA,5-Feb-18,2018,US Department of Health and Human Services,DISC,2
3532,John J. Pershing VA Medical Center,28,"1,843",NA,Discharge Data,MED,Missouri,200002950,NA,7-Mar-18,2018,US Department of Health and Human Services,DISC,3
3533,"Riaz Baber, M.D., S.C.",28,"10,500",NA,Discharge Data,MED,Illinois,200002698,NA,28-Sep-17,2017,US Department of Health and Human Services,DISC,9
3534,UnitedHealth Group Single Affiliated Covered Entity ,28,"1,755",NA,Discharge Data,MED,Minnesota,200002940,NA,15-Mar-18,2018,US Department of Health and Human Services,DISC,3
3535,Walgreen Co.,28,"8,345",NA,Discharge Data,MED,Illinois,200001661,NA,7-Aug-15,2015,US Department of Health and Human Services,DISC,8
3536,Capital District Physicians_Ü Health Plan,28,839,NA,Discharge Data,MED,New York,200003001,NA,20-Apr-18,2018,US Department of Health and Human Services,DISC,4
3537,Aetna Inc.,28,-1,NA,Discharge Data,MED,Connecticut,200002711,NA,8-Nov-17,2017,US Department of Health and Human Services,DISC,11
3538,AHRC Nassau ,28,-1,NA,Discharge Data,MED,New York,200001752,NA,6-Jan-16,2016,US Department of Health and Human Services,DISC,1
3539,Alere Toxicology,28,"2,146",NA,Discharge Data,MED,Massachusetts,200002749,NA,28-Nov-17,2017,US Department of Health and Human Services,DISC,11
3540,Allina Health System,28,776,NA,Discharge Data,MED,Minnesota,200002111,NA,23-Feb-17,2017,US Department of Health and Human Services,PHYS,2
3541,"Amedisys West Virginia, LLC",28,611,NA,Discharge Data,MED,West Virginia,200002147,NA,11-Apr-17,2017,US Department of Health and Human Services,PHYS,4
3542,Amida Care,28,"6,231",NA,Discharge Data,MED,New York,200002696,NA,29-Sep-17,2017,US Department of Health and Human Services,DISC,9
3543,Anne Arundel Health System,28,"2,208",NA,Discharge Data,MED,Maryland,200001697,NA,8-Oct-15,2015,US Department of Health and Human Services,DISC,10
3544,Austin Pulmonary Consultants,28,889,NA,Discharge Data,MED,Texas,200002008,NA,7-Nov-16,2016,US Department of Health and Human Services,PHYS,11
3545,Dignity Health St. Rose Dominican Hospitals - Siena,28,"2,098",NA,Discharge Data,MED,Nevada,200003052,NA,10-May-18,2018,US Department of Health and Human Services,DISC,5
3546,Dignity Health St. Rose Dominican Hospitals-DeLIma,28,"2,174",NA,Discharge Data,MED,Nevada,200003053,NA,10-May-18,2018,US Department of Health and Human Services,DISC,5
3547,"Kaiser Foundation Health Plan, Inc.",28,638,NA,Discharge Data,MED,California,200002768,NA,22-Dec-17,2017,US Department of Health and Human Services,DISC,12
3548,Managed Health Services,28,610,NA,Discharge Data,MED,Indiana,200001845,NA,1-May-16,2016,US Department of Health and Human Services,DISC,5
3549,Mercy Hospital Logan County ,28,629,NA,Discharge Data,MED,Oklahoma,200002623,NA,30-Aug-17,2017,US Department of Health and Human Services,PHYS,8
3550,"Rocky Mountain Women's Health Center, Inc.",28,"1,166",NA,Discharge Data,MED,Utah,200002796,NA,25-Jan-18,2018,US Department of Health and Human Services,PHYS,1
3551,UNC Health Care,28,"1,298",NA,Discharge Data,MED,North Carolina,200002131,NA,20-Mar-17,2017,US Department of Health and Human Services,DISC,3
3552,UnitedHealth Group Single Affiliated Covered Entity (SACE),28,"5,330",NA,Discharge Data,MED,Minnesota,200001847,NA,4-May-16,2016,US Department of Health and Human Services,DISC,5
3553,VA Long Beach Healthcare System,28,592,NA,Discharge Data,MED,California,200001353,NA,4-Jul-14,2014,US Department of Health and Human Services,DISC,7
3554,VA St. Louis Health Care System,28,724,NA,Discharge Data,MED,Missouri,200002116,NA,1-Mar-17,2017,US Department of Health and Human Services,DISC,3
3555,Walgreen Co.,28,703,NA,Discharge Data,MED,Illinois,200003063,NA,27-Apr-18,2018,US Department of Health and Human Services,PHYS,4
3556,Walgreen Co.,28,"4,500",NA,Discharge Data,MED,Illinois,200002099,NA,3-Feb-17,2017,US Department of Health and Human Services,DISC,2
3557,Medical Mutual of Ohio,28,"1,420",NA,Discharge Data,MED,Ohio,200001227,NA,27-Jan-14,2014,US Department of Health and Human Services,DISC,1
3558,ConnectiCare,28,"1,834",NA,Discharge Data,MED,Connecticut,200002961,NA,21-Feb-18,2018,US Department of Health and Human Services,DISC,2
3559,VARO Healthcare,28,"1,667",NA,Discharge Data,MED,Pennsylvania,200001432,NA,7-Oct-14,2014,US Department of Health and Human Services,DISC,10
3560,"St. Vincent Hospital and Health Care Center, Inc.",28,"63,325",NA,Discharge Data,MED,Indiana,200001358,NA,9-Jul-14,2014,US Department of Health and Human Services,DISC,7
3561,Valley Family Medicine,28,"8,450",NA,Discharge Data,MED,Virginia,200002668,NA,3-Nov-17,2017,US Department of Health and Human Services,DISC,11
3562,"St.Vincent Hospital and Health Care Center, Inc.",28,"63,325",NA,Discharge Data,MED,Indiana,200001519,NA,27-Feb-15,2015,US Department of Health and Human Services,DISC,2
3563,Humana Inc. [case #HU16004F3],28,"3,674",NA,Discharge Data,MED,Kentucky,200002055,NA,19-Dec-16,2016,US Department of Health and Human Services,DISC,12
3564,"Tufts Associated Health Maintenance Organization, Inc.",28,"70,320",NA,Discharge Data,MED,Massachusetts,200002933,NA,16-Feb-18,2018,US Department of Health and Human Services,DISC,2
3565,Mercy Hospital and Medical Center,28,547,NA,Discharge Data,MED,Illinois,200001987,NA,13-Oct-16,2016,US Department of Health and Human Services,PHYS,10
3566,"Syed Ahmed, MD PA",28,500,NA,Discharge Data,MED,Texas,200002110,NA,23-Feb-17,2017,US Department of Health and Human Services,PHYS,2
3567,Special Agents Mutual Benefit Association,28,"13,942",NA,Discharge Data,MED,Maryland,200002943,NA,13-Mar-18,2018,US Department of Health and Human Services,DISC,3
3568,"Policy Studies, Inc. / Postal Center International, Inc.",28,580,NA,Discharge Data,MED,Florida,200001283,NA,31-Mar-14,2014,US Department of Health and Human Services,DISC,3
3569,Central Iowa Hospital Corporation d/b/a Blank Children's Hospital,28,557,NA,Discharge Data,MED,Iowa,200002773,NA,8-Dec-17,2017,US Department of Health and Human Services,DISC,12
3570,Northfield Hospital & Clinics,28,"1,778",NA,Discharge Data,MED,Minnesota,200001470,NA,25-Nov-14,2014,US Department of Health and Human Services,PHYS,11
3571,High Plains Surgical Associates,28,607,NA,Discharge Data,MED,Wyoming,200002787,NA,15-Jan-18,2018,US Department of Health and Human Services,DISC,1
3572,Suburban Lung Associates,28,"2,984",NA,Discharge Data,MED,Illinois,200001572,NA,13-Apr-15,2015,US Department of Health and Human Services,DISC,4
3573,Highland Rivers Community Service Board,28,967,NA,Discharge Data,MED,Georgia,200002130,NA,20-Mar-17,2017,US Department of Health and Human Services,DISC,3
3574,Group Health Incorporated,28,802,NA,Discharge Data,MED,New York,200001400,NA,27-Aug-14,2014,US Department of Health and Human Services,DISC,8
3575,"MAXIMUS, Inc. / Business Ink, Co.",28,"3,029",NA,Discharge Data,MED,Virginia,200003006,NA,17-Apr-18,2018,US Department of Health and Human Services,DISC,4
3576,"Unconditional Love, Incorporated",28,643,NA,Discharge Data,MED,Florida,200002542,NA,7-Jul-17,2017,US Department of Health and Human Services,DISC,7
3577,Washington National Insurance Company,28,"1,458",NA,Discharge Data,MED,Indiana,200002021,NA,18-Nov-16,2016,US Department of Health and Human Services,PHYS,11
3578,"L Brands, Inc.",28,0,NA,Discharge Data,MED,Ohio,200002441,Columbus,21-Apr-14,2014,Maryland Attorney General,HACK,4
3579,"ClamCase, LLC",28,0,NA,Discharge Data,MED,California,200002343,Los Angeles,2-Sep-14,2014,Maryland Attorney General,HACK,9
3580,"Test Effects, LLC (Wireless Emporium)",28,0,NA,Discharge Data,MED,New Hampshire,200002345,Concord,4-Aug-14,2014,US Department of Health and Human Services,HACK,8
3581,Federal Home Loan Mortgage Corporation (Freddie Mac),28,0,NA,Discharge Data,MED,Virginia,200002436,Richmond,25-Apr-14,2014,Maryland Attorney General,HACK,4
3582,Society for Science & the Public,28,0,NA,Discharge Data,MED,Maryland,200002450,NA,11-Apr-14,2014,Maryland Attorney General,HACK,4
3583,LaCie USA,28,0,NA,Discharge Data,MED,Maryland,200002449,NA,11-Apr-14,2014,Maryland Attorney General,HACK,4
3584,"Citibank, N.A.",28,0,NA,Discharge Data,MED,Maryland,200002445,NA,2-Apr-14,2014,Maryland Attorney General,HACK,4
