OrgID,Name,SourceType
200001574,American Sleep Medicine,Breaches
200001573,Concordia Plan Services on behalf of the Concordia Health Plan,Breaches
200000337,American Sleep Medicine,Breaches
200000321,Damariscotta County Sherrifs Department,Breaches
200001572,Suburban Lung Associates,Breaches
200000335,Homebridge (formerly In-Home Supportive Services),Breaches
200000333,Stanislaus Surgical Hospital,Breaches
200000322,Grapevine Police Departments,Breaches
200001570,"St.Vincent Medical Group, Inc.",Breaches
200001571,New York State Office of Mental Health,Breaches
200000332,Kellog & Andelson Global Management,Breaches
200000331,HSBC Finance Corporation,Breaches
200000329,"University of California, Riverside Graduate Division offices",Breaches
200001568,"International Union of Operating Engineers Local Unions 181, 320 & TVA Health and Welfare Trust Fund",Breaches
200001569,Denton County Health Department,Breaches
200000319,AT&T,Breaches
200001567,ADT LLC Group Health & Welfare Plan,Breaches
200001566,Allina Health,Breaches
200000328,Tulare County Health and Human Services,Breaches
200001562,Children's Heart Center,Breaches
200001563,Health Plan sponsored by Covenant Ministries of Benevolance,Breaches
200001564,SUPERVALU Group Health Plan,Breaches
200001565,"Elizabeth Kerner, M.D.",Breaches
200000313,Microsoft/Xbox One,Breaches
200001554,VA Eastern Colorado Health Care System(ECHCS),Breaches
200001555,Cigna-HealthSpring,Breaches
200001556,Schaeffler Group USA,Breaches
200001557,PIH Health Hospital - Whittier,Breaches
200001558,CDC/NIOSH World Trade Center Health Program (WTCHP),Breaches
200001559,City of Philadelphia Fire Department Emergency Medical Services Unit,Breaches
200001560,Western Montana Clinic,Breaches
200001561,Tulare County Health & Human Services Agency,Breaches
200000334,Intuit,Breaches
200000327,"SRI, Inc.",Breaches
200000326,California Department of Business Oversight,Breaches
200001553,"Triple S Advantage, Inc",Breaches
200001551,New,Breaches
200001552,Project Vida Health Center,Breaches
200001550,"7-Eleven, Inc. Comprehensive Welfare Benefits Plan No. 525",Breaches
200001547,Freelancers Insurance Company,Breaches
200001548,Pediatric Associates,Breaches
200001549,McDermott Will & Emery LLP is the plan sponsor for the McDermott medical plan,Breaches
200001546,AT&T Group Health Plan,Breaches
200001542,Community Health Network,Breaches
200001545,Life Care Center of Attleboro,Breaches
200001540,Career Education Corporation,Breaches
200001541,Kane Hall Barry Neurology,Breaches
200001539,Advantage Consolidated LLC,Breaches
200001538,Blue Cross Blue Shield of Michigan ,Breaches
200000302,Advantage Dental,Breaches
200000303,Bistro Burger,Breaches
200000311,Apple America Group LLC,Breaches
200001536,"Sacred Heart Health System, Inc.",Breaches
200001534,"Anthem, Inc. Affiliated Covered Entity",Breaches
200001535,EyeCare of Bartlesville,Breaches
200000661,EyeCare of Bartlesville,Breaches
200000660,Virginia Department of Medical Assistance Services,Breaches
200001533,Virginia Department of Medical Assistance Services (VA-DMAS),Breaches
200001532,Dr. Anthony T. R. Green DDS,Breaches
200000659,Dr. Anthony T.R. Green DDS,Breaches
200000531,Inland Empire Health Plan/Children's Eyewear Sight,Breaches
200001529,Valley COmmunity Healthcare,Breaches
200001530,Indiana State Medical Association,Breaches
200001531,San Franciso General Hospital and Trauma Center,Breaches
200000654,Valley Community Healthcare,Breaches
200000657,Indiana State Medical Association,Breaches
200000658,San Francisco General Hospital and Trauma Center,Breaches
200000655,Mosaic Medical,Breaches
200001526,St. Mary's Health,Breaches
200001527,Mosaic Medical,Breaches
200001528,Sharon J. Jones M.D.,Breaches
200000652,St. Mary's Health,Breaches
200000653,Sharon J. Jones M.D.,Breaches
200000296,Mandarin Oriental Hotel Group,Breaches
200000656,Clinical Reference Laboratory,Breaches
200001525,"Clinical Reference Laboratory, Inc.",Breaches
200000304,Pioneer Bank ,Breaches
200000295,"Toys ""R"" Us",Breaches
200001523,Advance Rehabilitation & Consulting LTD,Breaches
200000297,Natural Grocers,Breaches
200000305,Piedmont Advantage Credit Union,Breaches
200000650,Advance Rehabilitation & Consulting LTD,Breaches
200000651,Georgia Department of Community Health,Breaches
200001524,Georgia Department of Community Health ,Breaches
200001522,Amedisys,Breaches
200000649,Amedisys,Breaches
200001519,"St.Vincent Hospital and Health Care Center, Inc.",Breaches
200000301,Uber Technologies Inc. ,Breaches
200000306,Bulk Reef Supply,Breaches
200001521,Aventura Hospital and Medical Center,Breaches
200000646,St. Vincent Hospital and Health Care Center Inc. ,Breaches
200000647,"Cathrine Steinborn, DDS",Breaches
200000648,Aventura Hospital and Medical Center,Breaches
200001520,"Cathrine Steinborn, DDS",Breaches
200001518,"Raymond Mark Turner, M.D.",Breaches
200000645,"Raymond Mark Turner, M.D.",Breaches
200000307,Lime Crime,Breaches
200000308,"Cathrine Steinborn, Dentist",Breaches
200001517,Children's National Medical Center,Breaches
200000309,Lone Star Circle of Care,Breaches
200001516,Marketing Clique,Breaches
200000318,"American Apparel, Inc. ",Breaches
200000637,Marketing Clique,Breaches
200001515,Hunt Regional Medical Partners,Breaches
200000294,The Office of Jeb Bush,Breaches
200000312,Escondido Union School District,Breaches
200001514,Anthem (Working file),Breaches
200000315,Liberty Tax Services,Breaches
200001513,Pathway to Hope,Breaches
200000316,Big Fish Games,Breaches
200001512,Courier Corporation of Hawaii,Breaches
200000614,Haywood County NC,Breaches
200001510,"Tomas, Arturo",Breaches
200001511,Haywood County NC,Breaches
200000610,Dr. Arturo Tomas,Breaches
200001509,"Senior Health Partners, a Healthfirst company",Breaches
200000597,Planned Parenthood Southwest Ohio,Breaches
200001508,Planned Parenthood Southwest Ohio,Breaches
200000293,Anthem,Breaches
200001507,South Sunflower County Hospital,Breaches
200000596,South Sunflower County Hospital,Breaches
200001506,Boston Baskin Cancer Foundation,Breaches
200000595,Boston Baskin Cancer Foundation,Breaches
200000402,CitiStorage,Breaches
200001505,"UMass Memorial Medical Group, Inc.",Breaches
200000289,"CICS Employment Services, Inc",Breaches
200000314,Phoenix House Foundation Inc. ,Breaches
200001501,David E. Hansen DDS PS ,Breaches
200001502,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",Breaches
200001503,Riverside County Regional Medical Center,Breaches
200001504,"North Dallas Urogynecology, PLLC.",Breaches
200000525,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",Breaches
200000526,Riverside County Regional Medical Center,Breaches
200000527,North Dallas Urogynecology,Breaches
200000524,David E. Hansen DDS PS,Breaches
200001500,Diana S. Guth DBA Home Respiratory Care,Breaches
200001497,St. Peter's Health Partners,Breaches
200001498,"Ronald D. Garrett-Roe, MD",Breaches
200000523,Diana S. Guth DBA Home Respiratory Care,Breaches
200000292,California Pacific Medical Center/Sutter Health,Breaches
200000521,Ronald D. Garrett-Roe MD,Breaches
200000522,California Pacific Medical Center,Breaches
200000520,St. Peter's Health Parnters,Breaches
200001499,California Pacific Medical Center ,Breaches
200000286,Sunglo Home Health Services,Breaches
200000287,Mount Pleasant School District,Breaches
200001496,"Rainier Surgical, Incorporated",Breaches
200000290,Grill Parts.com,Breaches
200000519,"Rainier Surgical, Incorporated",Breaches
200000518,National Pain Institute,Breaches
200001495,National Pain Institute,Breaches
200000291,Oppenheimer Funds,Breaches
200001494,University Hospitals,Breaches
200001493,Tennessee Rural Health Improvement Association,Breaches
200001492,Children's Eyewear Sight,Breaches
200000517,Tennessee Rural Health Improvement Association,Breaches
200001489,VA Corporate Data Center Operations/Austin Information Technology Center ,Breaches
200001490,Saint Louis County Department of Health,Breaches
200001491,"Aspire Indiana, Inc.",Breaches
200000282,Lokai,Breaches
200000514,Saint Louis County Department of Health,Breaches
200000516,VA Corporate Data Center Operations/Austin Information Technology Center,Breaches
200000278,NVIDIA Corporation,Breaches
200001488,mdINR LLC,Breaches
200000383,Morgan Stanley,Breaches
200000510,mdlNR LLC,Breaches
200000283,Chic-Fil-A,Breaches
200000300,United Airlines,Breaches
200000344,Summit Financial Group,Breaches
200000299,Fast Forward Academy,Breaches
200002254,"La Jolla Group, Inc.",Breaches
200002253,Park 'N Fly,Breaches
200000298,La Jolla Group,Breaches
200001487,"Murali Menon, Privacy Manager Breach",Breaches
200000317,LeapLab,Breaches
200001486,Independence Blue Cross and AmeriHealth New Jersey ,Breaches
200002235,Six Red Marbles,Breaches
200002233,Allianz Life Insurance Company of North America,Breaches
200000274,Sony PlayStation,Breaches
200000275,Microsoft xBox,Breaches
200000288,Physicians Skin and Weight Systems,Breaches
200002252,Lokai Holdings LLC,Breaches
200000281,"Corday Productions, Inc.",Breaches
200002251,"Corday Productions, Inc.",Breaches
200000284,Boersma Bros.LLC/dba DutchWear,Breaches
200001485,Northwestern Memorial HealthCare,Breaches
200000280,Public Architecture/theonepercent.org,Breaches
200002234,Transamerica Premier Life Insurance Company,Breaches
200000279,"Rob Kirby, CPA",Breaches
200001484,"Mercy Medical Center Redding - Oncology Clinic, Privacy Manager Breach",Breaches
200002250,Azusa Pacific University,Breaches
200002249,BolderImage Company,Breaches
200001482,Pediatric Gastroenterology Consultants,Breaches
200001483,"The Corvallis Clinic, P.C.",Breaches
200002248,"Staples, Inc.",Breaches
200002236,Novo Nordisk Inc.,Breaches
200002246,"ID Parts, LLC",Breaches
200002247,Dutch Bros. Coffee,Breaches
200000343,KeyPoint Government Solutions,Breaches
200002245,"Ascena Retail Group, Inc.",Breaches
200002244,Apple Leisure Group and AMResorts,Breaches
200001481,Walgreen Co.,Breaches
200002243,Point Loma Nazarene University,Breaches
200001478,"District Medical Group, Privacy Manager Breach",Breaches
200001479,Clay County Hospital,Breaches
200001480,St. Mary Mercy Hospital,Breaches
200002240,Sony Pictures Entertainment,Breaches
200000272,Acosta Sales and Marketing,Breaches
200001477,Sony Pictures Entertainment Health and Welfare Benefits Plan (the Plan),Breaches
200000273,University of California Berkeley,Breaches
200001476,Highlands Cashier Hospital,Breaches
200000270,Emcor Services Mesa Energy Systems,Breaches
200000271,ABM Parking Services,Breaches
200002242,Mosaic Sales SOlutions US Operating Co. LLC,Breaches
200001475,ReachOut Home Care [Case #16687],Breaches
200000265,Charge Anywhere LLC,Breaches
200000269,WellCare Health Plans,Breaches
200001473,The Hearing Zone,Breaches
200002264,Sands Casino Resort Bethlehem,Breaches
200002265,"Bebe Stores, Inc.",Breaches
200000264,Bebe Retail,Breaches
200002239,"Conference USA, Inc.",Breaches
200000258,Dallas Fire-Rescue,Breaches
200002262,Holiday Motel,Breaches
200001472,North Big Horn Hospital,Breaches
200002229,"Godiva Chocolatier, Inc.",Breaches
200000262,American Residuals and Talent Inc.,Breaches
200002263,Blue Mountain Community Foundation,Breaches
200000266,Highlands-Cashier Hospital,Breaches
200000256,University Hospitals,Breaches
200001471,"Computer Programs and Systems, Inc. ",Breaches
200002261,"Calypso St. Barth, Inc.",Breaches
200000263,Shutterfly/Tiny Prints/Treats/Wedding Divas,Breaches
200002259,"American Residuals and Talent, Inc.",Breaches
200001469,AdminisTEP,Breaches
200001470,Northfield Hospital & Clinics,Breaches
200000260,State Compensation Insurance Fund,Breaches
200000261,Godiva Chocolatier Inc.,Breaches
200002260,Oregon Educators Benefit Board,Breaches
200002237,"Cultivian Ventures, LLC",Breaches
200002238,fairway independent mortgage corporation,Breaches
200002258,Simms Fishing Products,Breaches
200000400,Sony Pictures,Breaches
200001467,Visionworks Inc.,Breaches
200001468,True Vision Eyecare,Breaches
200002255,AlliedBarton Security Services LLC,Breaches
200002257,"APi Group, Inc.",Breaches
200002281,Experian,Breaches
200001465,"MetroPlus Health Plan, Inc.",Breaches
200001466,"Baptist Primary Care, Inc.",Breaches
200002256,Prince George's County Public Schools,Breaches
200001464,Kirkbride Center,Breaches
200002295,"MemberClicks, Inc. d/b/a Moolah Payments",Breaches
200001463,Brigham and Women's Hospital,Breaches
200000250,US State Department,Breaches
200001462,REEVE-WOODS EYE CENTER,Breaches
200000259,Reeve-Wood Eye Center,Breaches
200001459,Loi Luu,Breaches
200001460,Iron Mountain,Breaches
200001461,Colorado River Indian Tribes,Breaches
200002278,"EZ Prints, Inc.",Breaches
200000243,Seattle Public Schools,Breaches
200000247,Cone Health,Breaches
200001458,"Indian Health Service, Aberdeen Area Office",Breaches
200002284,"Citibank, N.A.",Breaches
200000237,U.S. Weather System,Breaches
200002266,Visionworks,Breaches
200000242,Onsite Health Diagnostics,Breaches
200001457,Visionworks Inc.,Breaches
200000236,US Postal Service,Breaches
200000239,Central Dermatology Center,Breaches
200001455,"Central Dermatology Center, P.A.",Breaches
200002303,Aarow Equipment & Services Inc.,Breaches
200000241,Jessie Trice Community Health Center,Breaches
200002302,Nova Southeastern University,Breaches
200000320,Hilton/Hilton Honors Program,Breaches
200001454,"Jessie Trice Community Health Center, Inc.",Breaches
200002273,"Camp Bow Wow Franchising, Inc.",Breaches
200002274,"Wyndham Vacation Resorts, Inc.",Breaches
200002283,Experian,Breaches
200000235,Fidelity National Financial,Breaches
200000285,Palm Springs Federal Credit Union,Breaches
200002301,M&T Bank (Identity Theft),Breaches
200001453,Coordinated Health ,Breaches
200002276,Nationstar Mortgage LLC d/b/a Champion Mortgage,Breaches
200001452,Memorial Healthcare System,Breaches
200002299,Delaware River & Bay Authority,Breaches
200001451,Portland VA Medical Center,Breaches
200002298,American Athletic Conference,Breaches
200002296,"One Love Organics, Inc.",Breaches
200001449,"Multilingual Psychotherapy Centers, Inc",Breaches
200001450,Burlington Northern Santa Fe Group Benefits Plan,Breaches
200002271,Arizona State Retirement System,Breaches
200002297,"US Investigations Services, LLC (USIS)",Breaches
200002272,Duluth Pack,Breaches
200002275,"Direct Learning Systems, Inc., d/b/a 123ce.com",Breaches
200002277,Modern Gun School,Breaches
200002293,Benefit Express Services,Breaches
200002294,c3controls,Breaches
200002268,"Reeves Inernational, Inc.",Breaches
200002269,CareFirst BlueCross BlueShield,Breaches
200002292,"Alliance Workplace Solutions, LLC",Breaches
200000231,Reeves International Inc/ Breyer Horses,Breaches
200000233,American Soccer Inc./SCORE,Breaches
200001445,Heard County EMA,Breaches
200001446,MD Manage (Vcarve LLC),Breaches
200001447,"Seven Counties Services, Inc.",Breaches
200001448,"Quraishi, Nisar A ",Breaches
200002290,"Townsend Enterprises, Inc. d/b/a The Sinclair Institute",Breaches
200002280,Experian,Breaches
200002288,"Sourcebooks, Inc.",Breaches
200000276,Staples Inc.,Breaches
200002289,Columbia Southern University,Breaches
200000232,Sourcebooks Inc. ,Breaches
200002291,Backcountry Gear,Breaches
200002279,Primerica,Breaches
200001443,City of Dallas Fire-Rescue Department,Breaches
200001444,Graybill Medical Group,Breaches
200002270,Gold's Gym,Breaches
200002230,"Cyberswim, Inc.",Breaches
200002231,"International Dairy Queen, Inc.",Breaches
200000230,Cyberswim.com,Breaches
200000245,Novant Health Gaffney Family Medical Care ,Breaches
200002232,Pulte Mortgage LLC,Breaches
200002286,"Asset Marketing Services, LLC d/b/a GovMint.com",Breaches
200000225,Snapsaved.com,Breaches
200000254,Penn Highlands Brookville,Breaches
200000257,Oak Park Medical Center,Breaches
200000229,University of California Davis Medical Center,Breaches
200001438,NYU Urology Associates,Breaches
200001439,Colorado Department of Health Care Policy & Financing,Breaches
200001440,M&M Computer Services,Breaches
200001441,New York City Health & Hospitals Corporation,Breaches
200001442,Southwest Virginia Physicians for Women,Breaches
200002287,National Domestic Workers,Breaches
200000226,Sears Holding Company/K-Mart,Breaches
200000228,Sausalito Yacht Club,Breaches
200000234,Oregon Employment Department/WorkSource Oregon,Breaches
200000252,Georgia Department of Behavioral Health and Developmental Disabilities (DBHDD),Breaches
200000253,"Department of Human Services' Office of Behavioral Health, Denver",Breaches
200002285,Penn Highlands Brookville,Breaches
200001435,South Texas Veterans Health Care System,Breaches
200001436,Cone Health Medical Group,Breaches
200002282,International Dairy Queen,Breaches
200001437,Region Six of the Georgia Department of Behavioral Health and Developmental Disabilities,Breaches
200000249,"U.S. Health Holdings, Ltd.",Breaches
200000218,Evolution Nature Corp. dba The Evolution Store,Breaches
200000251,Albertina Kerr Centers,Breaches
200002304,"Evolution Nature Corp., d/b/a The Evolution Store",Breaches
200000248,South Texas Veterans Health Care System,Breaches
200001433,vonica chau DDS PA,Breaches
200002267,City of Alexandria Fire Department,Breaches
200001434,"UC Davis Medical Center, Privacy Manager Breach",Breaches
200001432,VARO Healthcare,Breaches
200000223,Municipal Bond Insurance Association (MBIA),Breaches
200001430,Albertina Kerr Centers,Breaches
200001431,Vcarve LLC d/b/a MD Manage,Breaches
200000217,AT&T,Breaches
200001428,Mount Sinai Beth Israel,Breaches
200001429,"Touchstone Medical Imaging, LLC",Breaches
200000240,Mount Sinai Beth Israel,Breaches
200000246,Touchstone Medical Imaging,Breaches
200002319,"The County of Hertford County, North Carolina",Breaches
200000224,Community Technology Alliance,Breaches
200001427,"U.S. Health Holdings, Ltd. o/b/o Macomb County, Michigan",Breaches
200002318,"Flinn Scientific, Inc.",Breaches
200000219,Provo City School District,Breaches
200000212,"Flinn Scientific, Inc.",Breaches
200000220,Fort Hays State University,Breaches
200001426,"American Family Care, Inc.",Breaches
200002316,USAA Federal Savings Bank,Breaches
200000211,Albertson's LLC (AB Acquisition LLC),Breaches
200000221,American Family Care,Breaches
200000222,Texas Wellness Incentives and Navigation (WIN) Project- University of Florida and Texas Health and Human Services Commission,Breaches
200002317,UIL Holdings Corporation,Breaches
200001425,"Compassionate Care Hospice of Central Louisiana, LLC",Breaches
200002329,Experian,Breaches
200002330,Fidelity Investments,Breaches
200001424,Madison Street Provider Network,Breaches
200000210,BayBio,Breaches
200000209,Pacific BioSciences of California Inc.,Breaches
200002310,"Pacific Biosciences of California, Inc.",Breaches
200002305,Valeritas,Breaches
200002309,Jimmy John's Franchises LLC,Breaches
200002328,Metropolitan Life Insurance Company,Breaches
200002307,"Six Continents Hotels, Inc.",Breaches
200002308,Rentrak Corporation,Breaches
200001423,"Research Integrity, LLC",Breaches
200002306,North American Title Company,Breaches
200000208,Viator Inc,Breaches
200002313,Viator,Breaches
200001422,New Mexico VA Health Care System,Breaches
200002311,"CareCentrix, Inc.",Breaches
200002312,Booking.com,Breaches
200001421,South Suburban HIV/AIDS Regional Clinics,Breaches
200002314,Mercy Health Services,Breaches
200002327,Tim McCoy & Associates DBA NEAT Management Group,Breaches
200002325,Bartell Hotels,Breaches
200000206,Tim McCoy & Associates/ dba.NEAT Management Group,Breaches
200002315,Legacy Consulting LLC,Breaches
200001420,Emdeon,Breaches
200001418,Tampa General Hospital,Breaches
200000202,"Health and Human Services Agency, Napa",Breaches
200001419,Santa Fe Medical Group,Breaches
200002322,TREMEC,Breaches
200001414,Wm. Jennings Bryan Dorn VA Medical Center,Breaches
200001415,Kmart Corporation,Breaches
200001416,"Xerox State Healthcare, LLC",Breaches
200001417,Cedars-Sinai Health System,Breaches
200000200,Bartell Hotels ,Breaches
200001410,"Thomas Cristello, Chiropractor PC",Breaches
200001411,"ENT Partners of Texas (legally known as Irving-Coppell Ear, Nose and Throat) ",Breaches
200001412,Bon Secours Kentucky,Breaches
200001413,Valesco Ventures,Breaches
200002320,"Ameriprise Financial Services, Inc.",Breaches
200002321,"Home Depot, Inc.",Breaches
200002324,Yandy.com,Breaches
200000199,Beef O'Brady's Restaurants,Breaches
200002323,"California State University, East Bay",Breaches
200001409,The WellPoint Affiliated Covered Entities  ,Breaches
200002326,Holy Cross Hospital,Breaches
200002337,Republic Bank & Trust Company,Breaches
200000204,Yandy.com,Breaches
200000203,"California State University, East Bay",Breaches
200001408,Temple University Physicians,Breaches
200001406,"Bulloch Pediatric Group, LLC",Breaches
200001407,Emdeon,Breaches
200000198,Healthcare.gov,Breaches
200002341,Goodwill Industries International,Breaches
200002342,LPL Financial LLC,Breaches
200002343,"ClamCase, LLC",Breaches
200000574,The Home Depot,Breaches
200002344,Nationstar Mortgage LLC,Breaches
200000205,Apple,Breaches
200001402,Metropolitan Government of Nashville and Davidson County (Metro) Public Health Department,Breaches
200001404,Memorial Hermann Health System,Breaches
200001405,AltaMed Health Services Corporation,Breaches
200000195,Memorial Hermann Hospital,Breaches
200000196,AltaMed Health Services,Breaches
200000197,Beachwood-Lakewood Plastic Surgery,Breaches
200001403,Duke University Health System,Breaches
200001401,"The Longstreet Clinic, P. C.",Breaches
200000277,J.P Morgan Chase,Breaches
200001400,Group Health Incorporated,Breaches
200002340,"Imhoff and Associates, P.C.",Breaches
200000215,Dairy Queen,Breaches
200001398,St. Elizabeth's Medical Center,Breaches
200000185,Milpitas Knights PAL Youth Football,Breaches
200000192,"Imhoff & Associates, PC",Breaches
200000191,Geekface LLC,Breaches
200000186,The Hand Care Center/Shoulder and Elbow Institute,Breaches
200000187,Long Beach Internal Medical Group,Breaches
200001399,Aventura Hospital and Medical Center,Breaches
200001397,Specialty Clinics Of Georgia - Orthopaedics,Breaches
200000184,"BioReference Laboratories, Inc./CareEvolve, Inc.",Breaches
200001395,Oklahoma City Indian Clinic,Breaches
200001396,"Steven A. Goldman, MD Inc.",Breaches
200002335,Liberty Tax,Breaches
200000183,ManagedMed Inc (A Psychological Corporation),Breaches
200000207,"Cedars-Sinai Medical Center, Los Angeles",Breaches
200000244,US Investigations Services (USIS),Breaches
200001394,Community Health Systems Professional Services Corporations,Breaches
200002336,Geekface LLC,Breaches
200001393,Community Health Systems Professional Services Corporation,Breaches
200002334,M&T Bank,Breaches
200000180,The UPS Store,Breaches
200001392,Dennis Flynn MD,Breaches
200000179,"MeetMe, Inc.",Breaches
200000190,Community Health Systems,Breaches
200001387,Iron Mountain Incorporated,Breaches
200001388,Iron Mountain,Breaches
200001389,Children's Mercy Hospital,Breaches
200001390,University Health,Breaches
200000181,Albertsons/AB Acquisitions LLC,Breaches
200000182,Supervalue,Breaches
200001386,"24 ON Physicians, PC/In Compass Health,Inc.",Breaches
200002332,SUPERVALU Inc.,Breaches
200002333,AB Acquisition LLC,Breaches
200002349,"Tokyo Electric Power Company, Inc.",Breaches
200001385,Iron Mountain Records Management,Breaches
200001382,Apple Valley Care Center,Breaches
200001383,Kaiser Foundation Health Plan of Colorado,Breaches
200001384,"CareAll Management, LLC",Breaches
200002348,Kleiner Perkins Caufield & Byers,Breaches
200002331,"Freedom Management Group, LLC",Breaches
200000178,"Freedom Management Group, LLC dba The Natural",Breaches
200000188,Orthopaedic Specialty Institute Medical Group,Breaches
200002347,Harry Barker,Breaches
200001380,"PST Services Inc, a McKesson Co.",Breaches
200001381,Onsite Health Diagnostics (OHD),Breaches
200002346,Diatherix Laboratories,Breaches
200002352,St. Francis College,Breaches
200001378,Diamond Computing Company,Breaches
200001379,Central Utah Clinic,Breaches
200002350,"Anderson & Murison, Inc.",Breaches
200002351,Crothall Services Group,Breaches
200001377,Jersey City Medical Center - Barnabas Health,Breaches
200000176,Anderson & Murison,Breaches
200000177,San Mateo Medical Center,Breaches
200000174,University California Santa Barbara,Breaches
200001376,MobilexUSA,Breaches
200002338,Polish Falcons of America,Breaches
200002360,"Vibram USA, Inc.",Breaches
200000173,Vibram,Breaches
200000175,Russian hacking discovered by Hold Security,Breaches
200002345,"Test Effects, LLC (Wireless Emporium)",Breaches
200002339,"Signal Outdoor Advertising, LLC",Breaches
200002359,P. F. Chang's China Bistro,Breaches
200002357,USAA,Breaches
200001374,"StayWell Health Management, LLC",Breaches
200001375,Cancer Specialists of Tidewater,Breaches
200002358,Chicago Yacht Club,Breaches
200000169,Recreational Equipment Inc. (REI),Breaches
200001372,Midwest Urological Group,Breaches
200001373,Rite Aid Store 5256,Breaches
200002354,Reading Partners,Breaches
200002356,Dreslyn,Breaches
200000167,"Lasko Group, Inc.",Breaches
200000156,CVS/Caremark,Breaches
200000157,Rite Aid Pharmacy,Breaches
200002355,"Lasko Group, Inc.",Breaches
200002361,"SourceMedia, Inc.",Breaches
200002353,The Northern Trust Company,Breaches
200000193,Northern Trust Company,Breaches
200001371,"PRN Medical Services, LLC dba Symbius Medical, LLC",Breaches
200001370,Dr. Veronica Joann Barber,Breaches
200002362,Backcountry Gear,Breaches
200000155,Backcountry Gear,Breaches
200002363,Seattle University,Breaches
200001368,Self Regional Healthcare ,Breaches
200001369,"Urological Associates of Southern Arizona, P.C.",Breaches
200002364,NorthShore University Healthsystem,Breaches
200002365,OppenheimerFunds Services,Breaches
200001366,Midwest Orthopaedic Center SC,Breaches
200001367,Xand Corporation,Breaches
200002369,Washington National Insurance Company,Breaches
200000153,Vice.com,Breaches
200002370,Experian,Breaches
200000147,Dominion Resources Inc.,Breaches
200001365,Administracion de Seguros de Salud - Triple S Salud Inc (BA),Breaches
200000148,Penn Medicine Rittenhouse,Breaches
200001364,Minneapolis VA Health Care System,Breaches
200002367,Bank of America,Breaches
200000213,Bank of America,Breaches
200000138,Total Bank,Breaches
200000172,Freshology,Breaches
200001362,University of Pennsylvania Health System,Breaches
200001363,Bay Area Pain Medical Associates ,Breaches
200002374,"United Air Temp Conditioning & Heating, Inc.",Breaches
200000152,Douglas County School District,Breaches
200000137,Central City Concern,Breaches
200000146,Bay Area Pain Medical Associates,Breaches
200000149,Apple Valley Christian Care Center,Breaches
200001361,Indian Health Service -Rosebud,Breaches
200002373,"Freshology, Inc.",Breaches
200000214,Bank of The West,Breaches
200000150,City of Encinitas/San Dieguito Water District,Breaches
200000145,Atlantic Automotive Corporation/dba One Mile Automotive,Breaches
200000154,CNET,Breaches
200000139,Orangeburg-Calhoun Technical College,Breaches
200000201,Goodwill Industries International Inc.,Breaches
200001360,Western Regional Center for Brain and Spine Surgery,Breaches
200000140,Boeing ,Breaches
200001359,"InSync Computer Solutions, Inc.",Breaches
200000136,Epsilon Data Management LLC,Breaches
200000151,"University of Illinois, Chicago",Breaches
200002371,AECOM Technology Corporation,Breaches
200002372,Park Hill School District,Breaches
200000142,University Development and Alumni Relations at the Penn State College of Medicine,Breaches
200002366,TotalBank,Breaches
200001358,"St. Vincent Hospital and Health Care Center, Inc.",Breaches
200000133,Office of Personnel Management,Breaches
200001356,Highmark Inc.,Breaches
200002375,"ABM Parking Services, Inc.",Breaches
200002376,Citi,Breaches
200000144,Aecom,Breaches
200000171,Park Hill School District,Breaches
200000132,Heartland Automotive/Jiffy Lube,Breaches
200000134,"The Houstonian Hotel, Club and Spa",Breaches
200001357,Haley Chiropractic Clinic,Breaches
200001354,D&J Optical Inc. ,Breaches
200000130,Legal Sea Foods ,Breaches
200001355,Montana Department of Public Health & Human Services,Breaches
200001353,VA Long Beach Healthcare System,Breaches
200000128,St. Vincent Breast Center,Breaches
200000129,Watermark Retirement Communities,Breaches
200000135,Blue Shield of California/Department of Managed Healthcare,Breaches
200000124,Uxbridge School District,Breaches
200000127,Goldman Sachs,Breaches
200000125,Multi-State Billing Services,Breaches
200002408,Wayneburg University,Breaches
200000126,Milford Schools,Breaches
200002377,P.F. Chang's,Breaches
200002368,Maryland Department Of Health And Mental Hygiene,Breaches
200002390,Sterne Agee,Breaches
200002406,"Dennis East International, LLC",Breaches
200000162,San Antonio Metropolitan Health District,Breaches
200000119,Butler University ,Breaches
200002387,Seterus,Breaches
200002389,Benjamin F. Edwards and Co.,Breaches
200002392,Invest Financial Corporation,Breaches
200002404,"Atlantic Automotive Corp. DBA MileOne, Inc.",Breaches
200002405,"Legal Sea Foods, LLC",Breaches
200000122,Benjamin F. Edwards & Company,Breaches
200001352,The Union Labor Life Insurance Company,Breaches
200002388,Baltimore School of Massage Therapy,Breaches
200000123,Orange Public School District,Breaches
200000120,"Sterne, Agee & Leach",Breaches
200000121,Record Assist LLC,Breaches
200000131,Splash Car Wash,Breaches
200000227,Salina Family Healthcare Center,Breaches
200001350,Rady Children's Hospital - San Diego,Breaches
200002403,Butler University,Breaches
200001347,"Sloane Stecker Physical Therapy, PC",Breaches
200001348,Riverside County Regional Medical Center,Breaches
200001349,Rady Children's Hospital - San Diego,Breaches
200000117,Riverside County Regional Medical Center,Breaches
200001346,"Colorado Neurodiagnostics, PLLC",Breaches
200002391,"Giant Eagle, Inc.",Breaches
200000141,Silk Road/U.S Marshall Service,Breaches
